City,Customer_Age,Customer_Name,Customer_Segment,Discount,Order_Date,Order_ID,Order_Priority,Order_Quantity,Product_Base_Margin,Product_Category,Product_Name,Product_Sub_Category,Profit,Region,Sales,State,Unit_Price,Zip_Code
Dickinson,41,Sean O'Donnell,Corporate,0.01,6/14/2012,837,Not Specified,11,0.49,Office Supplies,Avery Hi-Liter® Smear-Safe Highlighters,Pens & Art Supplies,13.41,Central,65.7,North Dakota,5.84,58601
Minot,61,Shirley Schmidt,Corporate,0.05,1/30/2015,20003,Medium,39,0.68,Technology,Belkin 105-Key Black Keyboard,Computer Peripherals,30.29,Central,796.08,North Dakota,19.98,58701
Billings,46,Ken Dana,Corporate,0.03,4/20/2013,11846,Low,49,0.79,Technology,Adesso Programmable 142-Key Keyboard,Computer Peripherals,611.43,West,7319.85,Montana,152.48,59102
Billings,46,Ken Dana,Corporate,0.01,4/20/2013,11846,Low,28,0.66,Office Supplies,2300 Heavy-Duty Transfer File Systems by Perma,Storage & Organization,-50.27,West,707.44,Montana,24.98,59102
Bozeman,51,Max Engle,Corporate,0.06,10/30/2013,36548,Low,8,0.38,Office Supplies,Xerox 1961,Paper,-40.43,West,44.99,Montana,4.98,59715
Bozeman,60,Max Engle,Corporate,0.01,12/29/2014,39585,Not Specified,32,0.51,Furniture,"Master Caster Door Stop, Gray",Office Furnishings,-22.74,West,166.17,Montana,5.08,59715
Bozeman,65,Lindsay Castell,Corporate,0.01,5/1/2015,21410,Critical,16,0.46,Office Supplies,Honeywell Enviracaire® Portable HEPA Air Cleaner for up to 10 x 16 Room,Appliances,554.91,West,2101.59,Montana,123.38,59715
Bozeman,66,Ken Dana,Corporate,0.06,7/3/2015,29761,Medium,48,0.57,Technology,Accessory13,Telephones and Communication,446.994,West,1463.105,Montana,35.99,59715
Bozeman,70,Ken Dana,Corporate,0.03,9/29/2015,16518,Critical,4,0.37,Office Supplies,Xerox 1887,Paper,-6.57,West,80.29,Montana,18.97,59715
Bozeman,70,Ken Dana,Corporate,0.03,9/29/2015,16518,Critical,36,0.55,Technology,Accessory34,Telephones and Communication,832.194,West,2628.9225,Montana,85.99,59715
Butte,66,Ken Dana,Corporate,0.03,7/3/2015,29761,Medium,19,0.6,Furniture,Eldon Expressions Mahogany Wood Desk Collection,Office Furnishings,-34.17,West,123.67,Montana,6.24,59750
Butte,66,Ken Dana,Corporate,0.02,7/3/2015,29761,Medium,42,0.5,Office Supplies,3M Office Air Cleaner,Appliances,262.32,West,1085.4,Montana,25.98,59750
Arlington Heights,42,Ann Chong,Corporate,0.1,8/12/2012,5894,High,7,0.38,Office Supplies,Avery Arch Ring Binders,Binders and Binder Accessories,87.6775,Central,384.33,Illinois,58.1,60004
Elk Grove Village,46,Jim Radford,Corporate,0.08,3/31/2013,52964,Critical,44,0.59,Furniture,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Office Furnishings,828.27,Central,5735.79,Illinois,136.98,60007
Elk Grove Village,49,Jim Radford,Corporate,0.02,8/30/2013,12929,Critical,19,0.77,Furniture,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Chairs & Chairmats,-158.93,Central,5297.47,Illinois,270.98,60007
Elk Grove Village,49,Jim Radford,Corporate,0,8/30/2013,12929,Critical,20,0.36,Office Supplies,Spiral Phone Message Books with Labels by Adams,Paper,29.68,Central,95.3,Illinois,4.48,60007
Elk Grove Village,55,Jim Radford,Corporate,0.06,5/17/2014,51938,Low,5,0.6,Technology,8290,Telephones and Communication,-488.312,Central,503.3275,Illinois,125.99,60007
Elk Grove Village,56,Jim Radford,Corporate,0.03,8/12/2014,27553,Medium,48,0.65,Office Supplies,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Storage & Organization,1166.93,Central,18235.47,Illinois,370.98,60007
Elk Grove Village,56,Jim Radford,Corporate,0,8/12/2014,27553,Medium,16,0.57,Technology,VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,Telephones and Communication,297.108,Central,2631.107,Illinois,179.99,60007
Crystal Lake,56,Grant Carroll,Corporate,0.02,8/7/2014,7110,Low,22,,Furniture,SAFCO Arco Folding Chair,Chairs & Chairmats,1902.24,Central,6396.2,Illinois,276.2,60014
Crystal Lake,57,Grant Carroll,Corporate,0,8/16/2014,9927,High,32,0.65,Furniture,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Bookcases,-270.63,Central,4655.07,Illinois,140.98,60014
Crystal Lake,57,Grant Carroll,Corporate,0.01,8/16/2014,9927,High,44,0.57,Furniture,"Lifetime Advantage™ Folding Chairs, 4/Carton",Chairs & Chairmats,3387.35,Central,10087.6,Illinois,218.08,60014
Crystal Lake,57,Grant Carroll,Corporate,0.09,8/16/2014,9927,High,34,0.73,Technology,Microsoft Natural Multimedia Keyboard,Computer Peripherals,-82.16,Central,1608.08,Illinois,50.98,60014
Crystal Lake,67,Grant Carroll,Corporate,0.04,7/21/2015,6182,Low,18,0.37,Office Supplies,Xerox 213,Paper,-67.28,Central,130.32,Illinois,6.48,60014
Crystal Lake,67,Grant Carroll,Corporate,0.04,7/21/2015,6182,Low,40,0.36,Office Supplies,Xerox 1966,Paper,-116.79,Central,255.48,Illinois,6.48,60014
Glenview,48,Mike Pelletier,Corporate,0.03,7/29/2013,25634,Not Specified,26,0.35,Office Supplies,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Envelopes,185.32,Central,626.07,Illinois,23.99,60025
Glenview,48,Mike Pelletier,Corporate,0.03,7/29/2013,25634,Not Specified,29,0.6,Technology,"Fellowes Basic 104-Key Keyboard, Platinum",Computer Peripherals,28.99,Central,593.32,Illinois,20.95,60025
Glenview,67,Michelle Lonsdale,Corporate,0.04,7/29/2015,59234,Low,32,0.56,Office Supplies,Kensington 7 Outlet MasterPiece Power Center,Appliances,2109.21,Central,5686.25,Illinois,177.98,60025
Glenview,67,Michelle Lonsdale,Corporate,0.04,7/29/2015,59234,Low,16,0.56,Furniture,"Global Deluxe Stacking Chair, Gray",Chairs & Chairmats,11.46,Central,797.24,Illinois,50.98,60025
Glenview,67,Michelle Lonsdale,Corporate,0.02,8/9/2015,45440,Critical,5,0.76,Furniture,Global Deluxe High-Back Office Chair in Storm,Chairs & Chairmats,-183.6,Central,748.29,Illinois,135.99,60025
Gurnee,46,Mike Pelletier,Corporate,0.04,3/5/2013,52193,Not Specified,1,0.39,Office Supplies,Avery 492,Labels,10.51,Central,17.89,Illinois,2.88,60031
Gurnee,46,Mike Pelletier,Corporate,0.07,3/5/2013,52193,Not Specified,47,0.58,Office Supplies,Newell 343,Pens & Art Supplies,6.04,Central,137.18,Illinois,2.94,60031
Gurnee,49,Mike Pelletier,Corporate,0.07,8/27/2013,37860,Medium,1,0.72,Furniture,Eldon Cleatmat® Chair Mats for Medium Pile Carpets,Office Furnishings,-98.31,Central,104.85,Illinois,55.5,60031
Gurnee,54,Monica Federle,Corporate,0.07,3/24/2014,643,High,21,,Office Supplies,"SAFCO Commercial Wire Shelving, Black",Storage & Organization,-695.26,Central,2781.82,Illinois,138.14,60031
Gurnee,72,Monica Federle,Corporate,0.04,11/6/2015,15937,Low,32,0.43,Technology,"Memorex Slim 80 Minute CD-R, 10/Pack",Computer Peripherals,74.07,Central,311.44,Illinois,9.78,60031
Mount Prospect,47,Susan Vittorini,Corporate,0.03,5/7/2013,58150,Critical,24,0.37,Office Supplies,Peel & Stick Add-On Corner Pockets,Binders and Binder Accessories,-119.623,Central,60.36,Illinois,2.16,60056
Mundelein,41,Sylvia Foulston,Corporate,0.1,6/22/2012,18080,High,7,0.59,Furniture,Global Ergonomic Managers Chair,Chairs & Chairmats,-80.83,Central,1211.98,Illinois,180.98,60060
Mundelein,44,Sylvia Foulston,Corporate,0.04,11/17/2012,9126,Medium,47,0.55,Office Supplies,"Acco Smartsocket™ Table Surge Protector, 6 Color-Coded Adapter Outlets",Appliances,884.08,Central,2799.7,Illinois,62.05,60060
Mundelein,46,Sylvia Foulston,Corporate,0.05,2/21/2013,26499,Medium,11,0.39,Office Supplies,Avery 507,Labels,8.78,Central,32.4,Illinois,2.88,60060
Mundelein,57,Sylvia Foulston,Corporate,0.04,8/28/2014,8391,High,4,0.56,Furniture,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,-268.36,Central,1266.72,Illinois,300.98,60060
Mundelein,58,Sylvia Foulston,Corporate,0.06,10/15/2014,12419,Critical,12,0.38,Technology,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,Office Machines,5322.14,Central,22079.47,Illinois,1938.02,60060
Mundelein,66,Sylvia Foulston,Corporate,0,6/28/2015,24743,Low,26,0.57,Furniture,Hon Olson Stacker Stools,Chairs & Chairmats,753.61,Central,3758.77,Illinois,140.81,60060
Mundelein,66,Sylvia Foulston,Corporate,0.06,6/28/2015,24743,Low,47,0.59,Furniture,Hon Multipurpose Stacking Arm Chairs,Chairs & Chairmats,176.67,Central,9633.59,Illinois,216.6,60060
Vernon Hills,42,Bryan Mills,Corporate,0.01,8/2/2012,55298,Critical,1,0.56,Furniture,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,-165.6,Central,368.66,Illinois,300.98,60061
Skokie,47,Dorothy Wardle,Corporate,0.03,5/19/2013,44519,High,48,0.37,Office Supplies,Newell® 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Binders and Binder Accessories,-144.762,Central,224.58,Illinois,4.57,60076
Skokie,47,Dorothy Wardle,Corporate,0.07,5/19/2013,44519,High,34,0.39,Office Supplies,Laser & Ink Jet Business Envelopes,Envelopes,155.69,Central,365.77,Illinois,10.67,60076
Skokie,47,Dorothy Wardle,Corporate,0.01,5/19/2013,44519,High,34,0.56,Technology,Okidata ML390 Turbo Dot Matrix Printers,Office Machines,5386.32,Central,16073.03,Illinois,442.14,60076
Skokie,66,Doug Bickford,Corporate,0.09,7/9/2015,58368,High,5,0.73,Office Supplies,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Storage & Organization,-76.11,Central,325.43,Illinois,64.98,60076
Skokie,70,Doug Bickford,Corporate,0.1,10/10/2015,55366,Critical,7,0.68,Technology,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",Computer Peripherals,-204.65,Central,387.17,Illinois,55.94,60076
Waukegan,56,Carl Jackson,Corporate,0.03,6/17/2014,613,High,12,0.38,Office Supplies,"Angle-D Binders with Locking Rings, Label Holders",Binders and Binder Accessories,-54.0385,Central,93.54,Illinois,7.3,60087
Waukegan,56,Carl Jackson,Corporate,0.09,6/17/2014,613,High,22,,Office Supplies,"SAFCO Mobile Desk Side File, Wire Frame",Storage & Organization,127.7,Central,905.08,Illinois,42.76,60087
Wheeling,45,Carl Ludwig,Corporate,0.01,1/14/2013,28289,High,31,0.36,Office Supplies,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Paper,-46.03,Central,166.76,Illinois,4.98,60090
Wheeling,46,Carl Ludwig,Corporate,0,2/6/2013,33703,Not Specified,25,0.7,Office Supplies,Acco Perma® 2700 Stacking Storage Drawers,Storage & Organization,56.26,Central,802.19,Illinois,29.74,60090
Wheeling,46,Carl Ludwig,Corporate,0.08,2/6/2013,33703,Not Specified,4,0.5,Technology,Imation 5.2GB DVD-RAM,Computer Peripherals,-131.48,Central,242.36,Illinois,60.98,60090
Wheeling,46,Carl Ludwig,Corporate,0.08,2/6/2013,33703,Not Specified,4,0.58,Office Supplies,Portable Personal File Box,Storage & Organization,-8.47,Central,63.52,Illinois,12.21,60090
Wheeling,52,Carl Ludwig,Corporate,0.01,12/23/2013,1761,High,25,0.38,Technology,Canon PC940 Copier,Copiers and Fax,-547.61,Central,12028.23,Illinois,449.99,60090
Wheeling,54,Carl Ludwig,Corporate,0.04,3/23/2014,24871,Medium,6,0.44,Furniture,Executive Impressions 14 Two-Color Numerals Wall Clock,Office Furnishings,75.3,Central,143.78,Illinois,22.72,60090
Woodstock,43,Jeremy Lonsdale,Corporate,0.05,9/25/2012,28135,Critical,40,0.6,Office Supplies,Acme® 8 Straight Scissors,"Scissors, Rulers and Trimmers",38.23,Central,501.31,Illinois,12.98,60098
Woodstock,43,Jeremy Lonsdale,Corporate,0.08,9/25/2012,28135,Critical,37,0.46,Office Supplies,Bionaire Personal Warm Mist Humidifier/Vaporizer,Appliances,520.69,Central,1601.24,Illinois,46.89,60098
Woodstock,56,Jeremy Lonsdale,Corporate,0.1,8/10/2014,39683,High,41,0.57,Furniture,"Lifetime Advantage™ Folding Chairs, 4/Carton",Chairs & Chairmats,2113.95,Central,8387.1,Illinois,218.08,60098
Woodstock,56,Jeremy Lonsdale,Corporate,0.09,8/10/2014,39683,High,6,0.49,Furniture,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Office Furnishings,66.97,Central,126.02,Illinois,20.24,60098
Woodstock,56,Jeremy Lonsdale,Corporate,0,8/10/2014,39683,High,30,0.52,Office Supplies,Stockwell Push Pins,Rubber Bands,6.37,Central,68.14,Illinois,2.18,60098
Woodstock,56,Jeremy Lonsdale,Corporate,0.04,8/10/2014,39683,High,31,0.37,Office Supplies,Poly Designer Cover & Back,Binders and Binder Accessories,168.0025,Central,615.58,Illinois,18.99,60098
Addison,42,Toby Braunhardt,Corporate,0.1,8/15/2012,34177,High,26,0.38,Office Supplies,Self-Adhesive Address Labels for Typewriters by Universal,Labels,73.18,Central,172.76,Illinois,7.31,60101
Addison,42,Toby Braunhardt,Corporate,0.1,8/15/2012,34177,High,50,0.81,Technology,Accessory37,Telephones and Communication,-83.952,Central,853.162,Illinois,20.99,60101
Addison,42,Toby Braunhardt,Corporate,0.02,8/15/2012,34177,High,13,0.39,Office Supplies,Avery 494,Labels,9.47,Central,34.42,Illinois,2.61,60101
Addison,55,Aaron Bergman,Corporate,0.01,5/28/2014,4132,Not Specified,5,0.36,Office Supplies,Avery 49,Labels,1.32,Central,14.76,Illinois,2.88,60101
Hanover Park,42,Monica Federle,Corporate,0.03,8/24/2012,31111,Not Specified,27,0.36,Office Supplies,"Rediform Wirebound Phone Memo Message Book, 11 x 5-3/4",Paper,-29.02,Central,217.93,Illinois,7.64,60103
Hanover Park,52,Monica Federle,Corporate,0.01,1/17/2014,46980,Critical,34,0.39,Office Supplies,Avery 51,Labels,103.16,Central,216.3,Illinois,6.3,60103
Hanover Park,61,Monica Federle,Corporate,0.09,2/7/2015,27909,Critical,1,0.36,Office Supplies,Xerox 1940,Paper,-23.24,Central,62.26,Illinois,54.96,60103
Hanover Park,61,Monica Federle,Corporate,0.07,2/7/2015,27909,Critical,47,0.81,Office Supplies,Bagged Rubber Bands,Rubber Bands,-24.86,Central,58.53,Illinois,1.26,60103
Hanover Park,72,Monica Federle,Corporate,0.01,11/6/2015,15937,Low,17,0.55,Furniture,Aluminum Document Frame,Office Furnishings,77.38,Central,215.65,Illinois,12.22,60103
Streamwood,46,Alan Barnes,Corporate,0.08,3/29/2013,42209,High,5,0.58,Office Supplies,Fellowes Command Center 5-outlet power strip,Appliances,-12.82,Central,324.55,Illinois,67.84,60107
Streamwood,47,Alan Barnes,Corporate,0.04,5/18/2013,22501,High,2,0.36,Office Supplies,#10- 4 1/8 x 9 1/2 Security-Tint Envelopes,Envelopes,7.27,Central,30.83,Illinois,7.64,60107
Streamwood,49,Alan Barnes,Corporate,0.04,8/15/2013,19686,Medium,11,0.4,Office Supplies,GBC Binding covers,Binders and Binder Accessories,12.7585,Central,152.67,Illinois,12.95,60107
Streamwood,61,Alan Barnes,Corporate,0,2/17/2015,40067,Low,38,0.57,Technology,3390,Telephones and Communication,519.246,Central,2157.3085,Illinois,65.99,60107
Streamwood,62,Alan Barnes,Corporate,0.06,3/12/2015,23584,Critical,14,0.36,Technology,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Office Machines,636.18,Central,2671.21,Illinois,200.97,60107
Streamwood,70,Alan Barnes,Corporate,0.09,10/6/2015,33444,Medium,11,0.58,Office Supplies,12 Colored Short Pencils,Pens & Art Supplies,-17.68,Central,30.51,Illinois,2.6,60107
Streamwood,70,Alan Barnes,Corporate,0.07,10/6/2015,33444,Medium,8,0.57,Office Supplies,Pizazz® Global Quick File™,Storage & Organization,-30.48,Central,127.8,Illinois,14.97,60107
Carpentersville,43,Eugene Barchas,Corporate,0,10/9/2012,2791,High,47,0.37,Office Supplies,Avery Binder Labels,Binders and Binder Accessories,-236.2675,Central,191.67,Illinois,3.89,60110
Carpentersville,43,Eugene Barchas,Corporate,0.1,10/9/2012,2791,High,18,0.4,Office Supplies,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11, Case",Paper,118.94,Central,507.64,Illinois,30.98,60110
Carpentersville,43,Eugene Barchas,Corporate,0.09,10/9/2012,2791,High,49,0.64,Furniture,Hon Every-Day® Chair Series Swivel Task Chairs,Chairs & Chairmats,80.44,Central,5586.33,Illinois,120.98,60110
Carpentersville,51,Eugene Barchas,Corporate,0.1,11/23/2013,24128,High,13,0.39,Office Supplies,Standard Line™ “While You Were Out” Hardbound Telephone Message Book,Paper,7.07,Central,270.63,Illinois,21.98,60110
Carpentersville,51,Eugene Barchas,Corporate,0.09,11/23/2013,24128,High,43,0.59,Technology,CF 888,Telephones and Communication,1459.791,Central,6583.913,Illinois,195.99,60110
Elgin,48,Jamie Kunitz,Corporate,0,7/3/2013,43236,Not Specified,20,0.48,Furniture,DAX Solid Wood Frames,Office Furnishings,10.68,Central,205.33,Illinois,9.77,60123
Elgin,50,Jim Radford,Corporate,0.06,9/19/2013,4612,Medium,9,0.6,Office Supplies,Hoover Portapower™ Portable Vacuum,Appliances,-375.64,Central,89.55,Illinois,4.48,60123
Elgin,50,Jamie Kunitz,Corporate,0.1,10/10/2013,47460,Critical,12,0.54,Office Supplies,SANFORD Liquid Accent™ Tank-Style Highlighters,Pens & Art Supplies,-3.64,Central,31.6,Illinois,2.84,60123
Elgin,64,Jim Radford,Corporate,0.01,4/15/2015,1344,Low,18,0.58,Technology,LX 788,Telephones and Communication,313.578,Central,2480.9205,Illinois,155.99,60123
Elgin,64,Jim Radford,Corporate,0.06,4/15/2015,1344,Low,15,0.59,Technology,g520,Telephones and Communication,-11.682,Central,834.904,Illinois,65.99,60123
Elgin,73,Jamie Kunitz,Corporate,0.03,11/9/2015,39364,High,15,0.35,Office Supplies,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Binders and Binder Accessories,8417.567,Central,19417.55,Illinois,1270.99,60123
Forest Park,47,Barry Weirich,Corporate,0.05,6/8/2013,7430,Medium,50,0.38,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",Envelopes,353.2,Central,751.77,Illinois,15.67,60130
Forest Park,62,Barry Weirich,Corporate,0.05,3/17/2015,11202,Medium,8,0.39,Office Supplies,Satellite Sectional Post Binders,Binders and Binder Accessories,79.5855,Central,339.81,Illinois,43.41,60130
Glendale Heights,56,Michelle Lonsdale,Corporate,0,6/20/2014,26531,Medium,26,0.56,Technology,i470,Telephones and Communication,1215.441,Central,4688.9485,Illinois,205.99,60139
Glendale Heights,74,Michelle Lonsdale,Corporate,0,11/23/2015,31270,Medium,21,0.57,Furniture,Global Comet™ Stacking Armless Chair,Chairs & Chairmats,801.72,Central,6806.66,Illinois,299.05,60139
Glendale Heights,74,Michelle Lonsdale,Corporate,0.1,11/23/2015,31270,Medium,3,0.56,Furniture,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,Chairs & Chairmats,-328.36,Central,891.61,Illinois,291.73,60139
Glendale Heights,75,Michelle Lonsdale,Corporate,0.03,11/23/2015,31270,Medium,5,0.74,Technology,"Fellowes Internet Keyboard, Platinum",Computer Peripherals,-112.44,Central,165.04,Illinois,30.42,60139
Melrose Park,68,Susan Vittorini,Corporate,0.04,9/16/2015,31684,Critical,28,0.59,Office Supplies,"Tenex File Box, Personal Filing Tote with Lid, Black",Storage & Organization,-328.18,Central,456.91,Illinois,15.51,60160
Melrose Park,68,Susan Vittorini,Corporate,0.02,9/16/2015,31684,Critical,15,0.39,Office Supplies,"Adams Write n' Stick Phone Message Book, 11 X 5 1/4, 200 Messages",Paper,23.48,Central,89.97,Illinois,5.68,60160
Saint Charles,44,Dorothy Wardle,Corporate,0.08,11/8/2012,37793,Not Specified,16,0.56,Office Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8 Cut, 8L","Scissors, Rulers and Trimmers",-49.31,Central,224.47,Illinois,13.9,60174
Saint Charles,46,Doug Bickford,Corporate,0.09,3/7/2013,43329,Medium,42,0.57,Office Supplies,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Appliances,752.37,Central,2475.83,Illinois,59.98,60174
Saint Charles,47,Doug Bickford,Corporate,0.04,6/14/2013,33894,Critical,13,0.75,Technology,PC Concepts 116 Key Quantum 3000 Keyboard,Computer Peripherals,-119.02,Central,438.93,Illinois,32.98,60174
Saint Charles,47,Doug Bickford,Corporate,0.09,6/14/2013,33894,Critical,48,0.64,Technology,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Computer Peripherals,-173.15,Central,226.5,Illinois,4.98,60174
Saint Charles,51,Doug Bickford,Corporate,0.08,11/13/2013,47873,Critical,8,0.41,Furniture,Eldon Wave Desk Accessories,Office Furnishings,-17.38,Central,52.39,Illinois,5.89,60174
Saint Charles,55,Dorothy Wardle,Corporate,0.09,6/7/2014,18144,Critical,8,0.58,Office Supplies,Eldon Portable Mobile Manager,Storage & Organization,-65.42,Central,234.28,Illinois,28.28,60174
Saint Charles,55,Dorothy Wardle,Corporate,0.09,6/7/2014,18144,Critical,48,0.4,Office Supplies,Xerox 1971,Paper,-131.82,Central,207.08,Illinois,4.28,60174
Saint Charles,55,Dorothy Wardle,Corporate,0.09,6/7/2014,18144,Critical,41,0.8,Technology,Accessory6,Telephones and Communication,-250.173,Central,1779.8915,Illinois,55.99,60174
Saint Charles,59,Dorothy Wardle,Corporate,0.09,11/16/2014,6982,Not Specified,5,0.78,Furniture,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Bookcases,-338.27,Central,544.41,Illinois,100.98,60174
Saint Charles,59,Dorothy Wardle,Corporate,0.04,11/16/2014,6982,Not Specified,41,0.49,Furniture,12-1/2 Diameter Round Wall Clock,Office Furnishings,52.56,Central,844.09,Illinois,19.98,60174
Saint Charles,65,Dorothy Wardle,Corporate,0.06,5/13/2015,36644,High,24,0.5,Technology,U.S. Robotics 56K Internet Call Modem,Computer Peripherals,218.72,Central,2298.32,Illinois,99.99,60174
